
Test #,Description,Device #1,Device #2,Device #3,Device #4,Device #5,Device #6,Device #7,Device #8,Device #9,Device #10,Device #11,Device #12,Device #13,Device #14,Device #15,Device #16,Device #17,Device #18,Device #19,Device #20,Device #21,Device #22,Device #23,Device #24,Device #25,Device #26,Device #27,Device #28,Device #29,Device #30,Device #31,Units
	240.0,"OUT HIGH @FB=1.2V",4.998233,4.997698,4.997698,4.997965,4.997736,4.997965,4.997812,4.998157,4.997812,4.997965,4.997965,4.997698,4.997965,4.997698,4.997736,4.997698,4.997812,4.997812,4.997812,4.997393,4.997965,4.998271,4.997812,4.998233,4.998271,4.997965,4.997698,4.997698,4.998271,4.997698,4.997965,V
	240.1,"FB UVLO(RISING)",1.088128,1.089082,1.089149,1.08703,1.087326,1.08704,1.087488,1.086802,1.087317,1.087976,1.086716,1.08809,1.086945,1.087364,1.087145,1.087173,1.087793,1.089474,1.088518,1.087956,1.087011,1.087555,1.087412,1.086448,1.088023,1.087173,1.086906,1.089311,1.087412,1.086887,1.08725,V
	240.2,"FB UVLO(FALLING)",0.9560179,0.9554554,0.9554076,0.9559128,0.9551975,0.9558937,0.9555795,0.9556454,0.9553407,0.9557219,0.9555031,0.9553025,0.9556081,0.9555413,0.9555882,0.9553407,0.9555031,0.9559128,0.9558077,0.9551211,0.9556454,0.9554172,0.9554172,0.9554554,0.9554545,0.9555604,0.9552548,0.9551498,0.9555795,0.9551975,0.9557314,V
	240.3,"HYSTERESIS",0.1321102,0.1336264,0.1337409,0.1311176,0.1321285,0.1311463,0.1319087,0.1311561,0.1319758,0.1322536,0.1312126,0.1327874,0.1313365,0.1318229,0.1315567,0.1318327,0.1322902,0.1335609,0.1327104,0.1328353,0.1313659,0.1321378,0.1319947,0.1309924,0.1325687,0.1316131,0.1316516,0.1341609,0.1318324,0.1316898,0.1315184,V
	260.0,"IIN @IN=10V",0.05372005,0.05608476,0.05475461,0.05423733,0.04840659,0.05105975,0.05394174,0.05025403,0.04988454,0.05608476,0.05136248,0.04907167,0.05040182,0.04774152,0.05040182,0.04921946,0.05128144,0.05630645,0.0549024,0.05135534,0.04892388,0.04907167,0.0549024,0.04715034,0.05157703,0.04774152,0.05460681,0.05660204,0.05187262,0.04951505,0.04951505,uA
	260.1,"IIN @IN=-10V",-0.07856448,-0.07147753,-0.0720687,-0.06970402,-0.07620696,-0.07332494,-0.0761998,-0.07767773,-0.07295546,-0.0783428,-0.0741378,-0.0783428,-0.07362053,-0.0753202,-0.07332494,-0.07752993,-0.07568968,-0.06386608,-0.07155143,-0.0753202,-0.07177311,-0.07568252,-0.07509851,-0.07679097,-0.07384221,-0.07863843,-0.05493171,-0.07362053,-0.0667481,-0.07738214,-0.07509851,uA
	270.0,"OUT LOW @IN=1.8V",-0.0001655426,-1.273117E-05,-1.273117E-05,-0.0001655426,-1.273117E-05,-0.0001655426,-0.0001655426,0.0001018774,0.0001018774,-0.0001655426,-1.273117E-05,-0.0001655426,6.367454E-05,-1.273117E-05,-0.0001655426,-1.273117E-05,-0.0001655426,-1.273117E-05,6.367454E-05,-1.273117E-05,6.367454E-05,-0.0001655426,-1.273117E-05,0.0002546888,-1.273117E-05,0.0001018774,0.0001018774,0.0001018774,-1.273117E-05,-1.273117E-05,-0.0001655426,V
	270.1,"INH THRESHOLD @VIN=5V",2.321947,2.32002,2.318972,2.318647,2.318972,2.318322,2.317769,2.317501,2.317577,2.31775,2.317444,2.317062,2.317444,2.317291,2.31689,2.316815,2.317368,2.31668,2.317101,2.316758,2.317101,2.316147,2.316529,2.316967,2.316682,2.316529,2.316758,2.31712,2.316833,2.316815,2.316223,V
	270.2,"INL THRESHOLD @VIN=5V",1.325832,1.32608,1.326099,1.326997,1.326997,1.326978,1.32713,1.327284,1.32736,1.32713,1.32713,1.326921,1.32736,1.326921,1.327875,1.327054,1.326978,1.327589,1.327608,1.326978,1.327303,1.327303,1.327456,1.32736,1.327532,1.327303,1.326978,1.327303,1.327456,1.32713,1.327265,V
	270.3,"HYSTERESIS",0.9961147,0.9939394,0.9928722,0.9916506,0.9919748,0.9913445,0.9906387,0.9902172,0.9902172,0.9906197,0.9903135,0.9901419,0.9900837,0.9903708,0.9890146,0.9897614,0.9903898,0.9890909,0.9894924,0.9897804,0.9897976,0.9888439,0.9890738,0.9896069,0.98915,0.9892263,0.9897804,0.9898167,0.989377,0.9896851,0.9889584,V
	290.0,"ISD @SD=9V",0.06731,0.07551256,0.0620704,0.05970571,0.05630645,0.06133143,0.06081416,0.06310495,0.05719322,0.06103585,0.05970571,0.05867117,0.06081416,0.06081416,0.06081416,0.05837557,0.06103585,0.06436124,0.06310495,0.06664487,0.06436124,0.06081416,0.05844947,0.06192261,0.06133143,0.05985351,0.07911922,0.05844947,0.06340059,0.0578583,0.06258767,uA
	300.0,"VSD(RISING) THRESHOLD",0.6244556,0.6235398,0.6232342,0.6240641,0.6230719,0.6231197,0.623005,0.6230719,0.6230719,0.6230337,0.6229287,0.6224616,0.623005,0.6226995,0.6232724,0.622242,0.6226995,0.623005,0.6233011,0.622242,0.622709,0.6223853,0.622538,0.6227281,0.6230719,0.622538,0.6225285,0.6220511,0.623005,0.6224235,0.6226622,V
	300.1,"VSD(FALLING) THRESHOLD",0.4956996,0.4938289,0.4929131,0.4924461,0.492236,0.4917307,0.4914252,0.4915398,0.4912342,0.4912342,0.4911578,0.4912342,0.4909382,0.4909382,0.4909382,0.4907854,0.4907472,0.4906135,0.4906231,0.4907854,0.4905085,0.4906231,0.4904798,0.4905467,0.4904798,0.4904035,0.4903175,0.490328,0.490242,0.4901656,0.4903271,V
	300.2,"HYSTERESIS",0.128756,0.1297109,0.1303211,0.131618,0.130836,0.1313889,0.1315798,0.1315321,0.1318377,0.1317995,0.1317708,0.1312274,0.1320668,0.1317613,0.1323342,0.1314566,0.1319523,0.1323915,0.132678,0.1314566,0.1322005,0.1317622,0.1320582,0.1321814,0.1325921,0.1321346,0.132211,0.1317231,0.132763,0.1322579,0.1323351,V
	310.0,"VEN(RISING) THRESHOLD",1.205902,1.205721,1.20575,1.205606,1.205721,1.205453,1.205606,1.205462,1.20553,1.205606,1.205606,1.205453,1.205453,1.205367,1.205453,1.205606,1.205453,1.205482,1.205568,1.205329,1.205453,1.205367,1.2053,1.205443,1.205462,1.205453,1.205367,1.205367,1.205329,1.205367,1.205453,V
	310.1,"VEN(FALLING) THRESHOLD",1.071826,1.071712,1.071387,1.071483,1.071254,1.071368,1.071483,1.071081,1.071254,1.071263,1.0711,1.071129,1.071254,1.071282,1.071387,1.0711,1.071521,1.071254,1.071254,1.071282,1.0711,1.071216,1.071483,1.071014,1.071177,1.071129,1.071483,1.071254,1.0711,1.071014,1.071254,V
	310.2,"HYSTERESIS",0.1340761,0.1340094,0.1343622,0.1341238,0.1344671,0.1340847,0.1341238,0.1343813,0.1342764,0.1343431,0.1345062,0.1343241,0.1341991,0.1340847,0.1340656,0.1345062,0.1339321,0.1342278,0.1343145,0.1340466,0.1343527,0.1341515,0.1338177,0.134429,0.1342859,0.1343241,0.1338844,0.1341133,0.1342287,0.1343527,0.1341991,V
	320.0,"RONH @OUT=-100MA",5.074981,5.087968,5.119357,5.1352,5.145217,5.154184,5.160105,5.163533,5.167353,5.171173,5.173846,5.17718,5.180331,5.181,5.182623,5.184819,5.185678,5.18797,5.188257,5.191313,5.190644,5.193222,5.194837,5.195219,5.19541,5.197033,5.196938,5.198561,5.199802,5.200185,5.20199,OHM
	320.1,"RONL @OUT=100MA",0.4181947,0.3878235,0.3884897,0.3902326,0.3891582,0.3900177,0.3896357,0.3892059,0.3910922,0.3895164,0.3906147,0.3898506,0.3908773,0.3900177,0.3906147,0.3899461,0.390352,0.390734,0.3906147,0.3903043,0.3903043,0.3907101,0.3906147,0.3906863,0.3908773,0.3906624,0.3921404,0.3908773,0.3910922,0.3908773,0.3914742,OHM
