
Test #,Description,Device #1,Device #2,Device #3,Device #4,Device #5,Device #6,Device #7,Device #8,Device #9,Device #10,Device #11,Device #12,Device #13,Device #14,Device #15,Device #16,Device #17,Device #18,Device #19,Device #20,Device #21,Device #22,Device #23,Device #24,Device #25,Device #26,Device #27,Device #28,Device #29,Device #30,Device #31,Units
	220.0,"DRVCC @VIN=6V",5.254707,5.254001,5.254015,5.253867,5.253575,5.253609,5.253318,5.253547,5.253432,5.253342,5.253432,5.25348,5.253213,5.25328,5.253284,5.253375,5.253289,5.253126,5.253137,5.253251,5.253475,5.253299,5.253261,5.253242,5.253194,5.253089,5.253165,5.253108,5.252945,5.253203,5.252869,V
	220.1,"VIN @DV -1%",5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,5.599999,V
	220.2,"DRVCC @DV -1%",5.197861,5.192398,5.189912,5.188759,5.188198,5.187266,5.187036,5.18663,5.186069,5.186133,5.18584,5.18541,5.185379,5.185122,5.18488,5.184958,5.184737,5.18464,5.184648,5.18436,5.185349,5.184558,5.18457,5.184128,5.183916,5.184145,5.183732,5.183332,5.183787,5.183422,5.183555,V
	220.3,"DRVCC DROPOUT VOLTAGE",402.1387,407.6013,410.0876,411.2406,411.8013,412.7331,412.9639,413.3692,413.9299,413.866,414.1598,414.5889,414.6204,414.877,415.1192,415.0419,415.2622,415.3595,415.3519,415.6399,414.65,415.4415,415.4291,415.8716,416.0833,415.8545,416.2674,416.667,416.2121,416.5773,416.4448,mV
	230.0,"FB CURRENT @5V",0.05488975,0.05282791,0.05378136,0.05548089,0.04965053,0.05607203,0.06493912,0.05378136,0.05599814,0.05673706,0.05282076,0.05378851,0.0543725,0.06146615,0.05784545,0.05481586,0.05282791,0.05481586,0.05135006,0.05282791,0.05135006,0.05673706,0.05201509,0.05673706,0.0563676,0.05349294,0.05385525,0.05378136,0.05267297,0.05488975,0.05673706,uA
	240.0,"OUT HIGH @FB=1.2V",4.997965,4.997812,4.997965,4.997812,4.997965,4.997965,4.997736,4.997812,4.997622,4.997812,4.997812,4.997698,4.997965,4.997965,4.997698,4.997965,4.997965,4.997736,4.998271,4.997965,4.997965,4.997393,4.998233,4.997965,4.997698,4.998233,4.998157,4.997812,4.997965,4.997812,4.997698,V
	240.1,"FB UVLO(RISING)",1.087326,1.08703,1.086687,1.08684,1.086945,1.086868,1.087059,1.086687,1.086945,1.08704,1.086716,1.086945,1.086859,1.086448,1.086573,1.086639,1.086639,1.086868,1.086878,1.086333,1.086267,1.086639,1.086687,1.086601,1.086639,1.086573,1.086573,1.086601,1.086496,1.086716,1.08703,V
	240.2,"FB UVLO(FALLING)",0.9504543,0.9500923,0.9503788,0.9502355,0.9503788,0.9502355,0.9500732,0.9498059,0.9496244,0.9498059,0.9497772,0.9495385,0.9498059,0.9499205,0.9497772,0.9503788,0.9500828,0.9500637,0.9500923,0.9499205,0.9500064,0.9499109,0.950502,0.9497008,0.949634,0.9500637,0.9501114,0.9500732,0.9504543,0.9497772,0.9497008,V
	240.3,"HYSTERESIS",0.1368718,0.1369381,0.1363083,0.1366041,0.1365657,0.1366327,0.1369858,0.1368812,0.1373202,0.1372341,0.1369385,0.1374061,0.1370529,0.1365272,0.1367954,0.1362606,0.1365566,0.1368046,0.1367855,0.1364128,0.1362601,0.1367285,0.1361851,0.1369004,0.1370054,0.1365089,0.1364612,0.136528,0.1360421,0.1369385,0.1373296,V
	260.0,"IIN @IN=10V",0.06539579,0.0549024,0.05549358,0.05948403,0.0578583,0.05608476,0.06133143,0.06081416,0.05608476,0.05815388,0.0549024,0.05549358,0.05734102,0.05460681,0.05815388,0.05963182,0.05312887,0.05948403,0.07587488,0.05312887,0.05246379,0.05549358,0.05963182,0.05660204,0.05630645,0.05830168,0.0551241,0.05608476,0.05985351,0.05549358,0.05844947,uA
